id,title,description,group
812,Highways are the next antiabortion target. One Texas town is resisting.,"A new ordinance, passed in several jurisdictions and under consideration elsewhere, aims to stop people from using local roads to drive someone out of state for an abortion",16
3048,Trump escalates false attacks on Biden as some Republicans push toward impeachment,"In campaign speeches, the former president repeatedly exaggerates and misrepresents claims about Hunter Biden’s foreign business dealings.",10
807,‘We need 50 million bucks’ and other takeaways from a pro-DeSantis PAC’s pitch ,"In a roughly 90-minute pitch, Never Back Down officials laid out their strategy for the coming months of the campaign.",24
808,Appeals court won’t block Trump deposition in ex-FBI employees’ suit,The Justice Department wants to keep Trump from testifying about the firing of an FBI agent and the release of his text messages with an FBI attorney.,71
809,"FTC, Amgen reach deal to allow $28 billion pharmaceutical merger","The Federal Trade Commission dropped its lawsuit to block Amgen’s merger with Horizon Therapeutics, reaching a deal it said would prevent anticompetitive behavior.",42
811,Be glad you’re not in charge of raising money for Ron DeSantis,Allies of the Florida governor would really like people to throw their good money after bad.,52
810,"Following Elon Musk’s lead, Big Tech is surrendering to disinformation",Social media companies are receding from their role as watchdogs against conspiracy theories ahead of the 2024 presidential election.,106
804,The patterns of out-of-state abortions,"From 2011 to 2020, the number of Alabamans seeking abortions out of state rose sharply.",74
805,"Trump’s Georgia trial is readied for TV, while others are hard to see","Trump’s Georgia trial will be televised, a judge ruled in a state that offers far more courthouse media access than the other places he is facing charges.",12
806,Kentucky’s governor won’t commit to appointing Republican if McConnell resigns,"Gov. Andy Beshear (D) previously vetoed a 2021 law that requires him to replace an outgoing senator with someone of the same party, but the Republican-controlled legislature overrode the veto.",69
3049,Pence sharply rebukes Trump in speech against populism,The former vice president argued that conservatism is incompatible with the populism espoused by Trump and his those trying to imitate him.,97
3050,Former congressional staffer defeats Trump critic in special Utah GOP primary,"Celeste Maloy, a former staffer for Rep. Chris Stewart (R-Utah) and supporter of former president Donald Trump, has narrowly won a special GOP primary that included a Trump critic who voted for Joe Biden in 2020.",84
3054,Did a doctor order her left ‘dead or alive’? Revisiting an abortion tale,"Interviews and contemporary newspaper articles call into question some claims made by “Penny,” a woman cited by Gov. Ron DeSantis in the August GOP debate",74
3055,"Texas must move floating border barriers in Rio Grande, U.S. judge says","Texas placed the spiked barriers in the river without federal permission as part of Operation Lone Star, a $4 billion effort to block illegal border crossings.",41
929,"In Florida, Even a Hurricane Can’t Sweep Away Presidential Politics","President Biden arrived in Florida to tour an area hit by Hurricane Idalia, but Gov. Ron DeSantis, a potential rival for the presidency, was a no-show.",60
933,Bill Richardson Reveled in Role of Freelance Envoy to Dictators,"The former New Mexico governor and U.N. ambassador filled a diplomatic niche, talking to strongmen when presidents and other officials could — or would — not.",7
931,"Bill Richardson, Champion of Americans Held Overseas, Dies at 75","After serving in Congress and as governor of New Mexico, he practiced quasi-public and freelance diplomacy, often with considerable success.",7
932,Biden Team Isn’t Waiting for Impeachment to Go on the Offensive,"The White House has enlisted two dozen lawyers, legislative liaisons and others to craft strategies in the face of Republican threats to charge the president with high crimes and misdemeanors.",116
930,"For Politicians, Vacations Can Be a Lot of Work",Taking a break from the campaign trail is risky. History is littered with cautionary tales of candidates who got it wrong.,36
803,"Proud Boys leader gets 18 years, matching longest Jan. 6 punishment to date","Proud Boys leader Ethan Nordean was sentenced to 18 years, and member Dominic Pezzola, seen enabling the first breach of the Capitol on Jan. 6, 2021, by smashing a window, received a 10-year term.",72
3056,Arrests continue in Jan. 6 riot; fifth man charged in attack on Fanone,"Wayne Snoots is charged in attack on former D.C. police Officer Michael Fanone. About 190 people have been charged this year in the Jan. 6, 2021, riot.",21
3058,Wisconsin’s gerrymandering rides to the rescue of its gerrymandering,The red-imbalanced state has a new idea for protecting its disproportionate power.,16
3059,Trump endorsements helped win primaries … and lose in November,New research shows that Trump’s endorsed candidates from 2018 to 2022 took an estimated 1.5-point hit in general elections.,84
2976,Mitch McConnell says there’s ‘no excuse’ not to support more Ukraine aid,"“Now is not the time to go wobbly,” the Senate Republican leader said Wednesday.",69
2978,Donald Trump’s eternally unrealized dream of swaying the Black vote,There’s a big difference between apathy toward one candidate and enthusiasm for his opponent.,84
3071,Louisville police officer critically wounded during traffic stop after shots fired from nearby home,"Two individuals are reportedly in custody after a police officer was shot during a traffic stop in Louisville, Kentucky, early Thursday.",8
3072,School and city buses crash in nasty collision caught on home security video,The drivers of a school bus and city bus in Wisconsin are recovering after the two rammed into each other Wednesday afternoon in Racine.,101
939,Two Proud Boys Sentenced in Jan. 6 Sedition Case,"Ethan Nordean, a ground commander of the far-right group, got 18 years, matching the longest Jan. 6 sentence so far. Dominic Pezzola, among the first rioters to enter the Capitol, received 10 years.",72
942,"U.S. Added 187,000 Jobs in August and Unemployment Rose to 3.8%","Employers added 187,000 jobs in August and unemployment rose to 3.8 percent as the economy continued to lose momentum built up after pandemic lockdowns.",70
943,DeSantis Super PAC’s Urgent Plea to Donors: ‘We Need 50 Million Bucks’,"In an audio recording made just before the first G.O.P. debate, the super PAC’s chief strategist disparaged rivals and described an expensive attempt to thwart Donald Trump in Iowa.",24
938,U.S. Knew About Migrant Killings by Saudi Forces Earlier Than Previously Disclosed,"The State Department says diplomats in Riyadh learned of the atrocities from research groups last summer, contradicting an earlier statement that the United States was not aware until December.",30
936,Record Number of Families Cross Southern Border Illegally in August,"The roughly 91,000 migrants who were arrested after crossing together as families exceeded a record set in May 2019, the height of the border crisis during the Trump administration.",41
940,Federal Officials Propose New Nursing Home Standards to Increase Staffing,"Citing worker shortages, nursing home operators said the standard could not be met without additional funding for higher wages.",54
937,Plea Deal May Be Near for a Bali Bombing Defendant at Guantánamo,The case of a Guantánamo detainee charged by a military commission over terrorist attacks in Indonesia two decades ago is no longer joined to that of two other defendants.,0
941,"Mitch McConnell May Be Experiencing Small Seizures, Doctors Suggest","Two episodes, where the Republican senator froze and did not respond to some questions, may be symptoms of a serious illness, according to neurologists not involved in his medical care.",69
935,Biden Won’t Meet DeSantis in Florida as He Tours Hurricane Idalia Damage,"Though the president said earlier on Friday that he would see the governor on Saturday, Mr. DeSantis’s office said there were no plans for a meeting.",60
3073,US Army scraps another test of its Long-Range Hypersonic Weapon: report,"The test launch of a hypersonic missile that the U.S. Army is developing with the Navy has been canceled in Florida, according to reports.",107
944,Biden Administration Proposes Expanding Background Checks on Gun Sales,"The proposed rules are part of President Biden’s piecemeal efforts to enact a key policy goal, universal background checks, which has been repeatedly stymied by congressional Republicans.",53
3074,Native American women taking up firearms classes for self defense: 'Refusing to be victims',"Fox News Digital spoke to a tribal officer and owner of a Native American-owned gun shop in New Mexico regarding growing firearms class participation, especially among women.",7
3075,Popular rock climbing area closed in Yosemite National Park after crack forms in cliff,"A climbing area has been closed in California’s Yosemite National Park as cracking is &quot;actively occurring&quot; along a cliff, according to the National Park Service.",46
3076,Body of Florida windsurfer recovered days after going missing during Hurricane Idalia: reports,"The body of Greggory Johnston, 60, has been recovered after he went missing while windsurfing as Hurricane Idalia moved through Florida, reports said.",60
3077,"4-year-old twins suffocate in toy chest: 'Their souls were too perfect,' mom says","A Florida family is heartbroken after 4-year-old twins fell asleep in a cedar toy chest and suffocated late last month, according to a Facebook post.",37
3078,"KJP's 'insulting' excuse for Biden's odd exit, praying coach quits job after SCOTUS win and more top headlines","KJP&apos;s &apos;insulting&apos; excuse for Biden&apos;s odd exit, praying coach quits job after SCOTUS win and more top headlines",75
949,Missing Colorado hiker's remains discovered after car found near national park peak,"The remains of a Colorado hiker were found at Glacier National Park&apos;s Reynolds Mountain in Montana on Friday morning, according to a statement from the federal agency.",123
948,What Happens if Mitch McConnell Resigns Before His Senate Term Ends?,"The longtime Republican leader froze up during a news conference on Wednesday in Kentucky. The second such episode in recent weeks, it stirred speculation about his future in the Senate.",69
950,"Seattle police find 4 people dead in house fire, investigating causes of death, whether blaze was set",Seattle Police Department reported that two kids and two adults were found dead inside a Wallingford neighborhood residence Saturday morning. Arson and homicide detectives are investigating.,6
951,Texas suspect caught on video torturing family's cats learns his fate,"Former University of Texas at Dallas student Shubhankar Kawle was sentenced to nearly seven years in prison after torturing a cat for five hours, ultimately leading to her death.",111
952,"Burning Man festival told to 'shelter in place,' conserve food and water amid flooding",Attendees at Burning man are being told to &quot;shelter in place&quot; and conserve food and water amid heavy flooding and rain in the area on Friday.,63
3097,Health-Insurance Costs Are Taking Biggest Jumps in Years,Employers and workers are expected to see an increase of about 6.5% or higher in the cost of their health plans next year.,54
3098,Microsoft Will Use Carbon-Absorbing Rocks to Meet Climate Goals,A deal with Heirloom Carbon is one of the largest-ever purchases of carbon-removal credits.,4
3196,"At Iowa’s Biggest Game, Football and Politics Collide","Donald J. Trump and Ron DeSantis played off each other at the Iowa-Iowa State game, where the tables appeared to turn on the former president.",52
946,"In Iowa, Pence Preaches Old-School Conservatism to a Dwindling Flock","The former vice president’s time in the spotlight at the debate did not lift his position in the polls, where he continues to languish in the low-single digits.",97
947,McConnell Releases Letter Declaring Him ‘Medically Clear’ to Work After Episode,"The brief statement came from the attending physician of Congress, who said he had reached the conclusion after consulting with the top Republican’s doctors and didn’t say he had examined the senator.",69
953,Family of pilot killed in Texas air show crash sues organizers of Wings Over Dallas: 'Who is responsible?',"Nearly a year after a midair collision at a Texas air show took the lives of six men, the family of Len Root filed a lawsuit alleging negligence by the organizers.",111
954,"Mugshots of the week: Aug. 27-Sept. 2, 2023","These mugshots were taken for arrests made throughout the U.S. the week of Aug. 27-Sept. 2, 2023.",105
955,Pennsylvania officials have 'strong belief' escaped murder convict Danelo Cavalcante broke into home,Pennsylvania officials said during a press conference. they believe escaped murder convict Danelo Souza Cavalcante broke into a home inside a residential area.,65
956,Texas law requiring some drunken drivers to pay child support goes into effect,"Texas House Bill 393, or Bentley&apos;s Law, went into effect Friday. The legislation mandates drunken drivers who kill a child’s parent or guardian in a crash to pay child support.",62
3079,"Shooting outside Albuquerque baseball stadium leaves 11-year-old dead, woman injured","The Albuquerque Police Department said a shooting outside the Rio Grande Credit Union Field at Isotopes Park in Albuquerque, New Mexico left an 11-year-old dead.",32
3080,DOJ files lawsuit against Ohio landlord accused of sexually harassing tenants over 11-year period,"A longtime Ohio landlord has been sued by the Department of Justice after he allegedly sexually harassed female tenants over a span of 11 years, violating the Fair Housing Act.",14
3081,Atlanta police issue arrest warrants in shooting death of Buckhead valet who tried to stop car break-in,Atlanta police are working to arrest the person responsible for shooting and killing a 25-year-old valet attendant who attempted to stop a car break-in while on the job.,55
3082,Las Vegas rapper who allegedly killed man and mentioned it later in a song arrested,"A Las Vegas man accused of killing another man and writing a song about it has been arrested, authorities said.",5
3083,Kentucky ex-prosecutor arrested after allegedly murdering wife,"A former Kentucky prosecutor was indicted after he allegedly murdered his wife in April 2021 and tried to tamper with the evidence, according to officials.",73
3084,"Portland City Council in Oregon votes to ban open drug use, but with one catch","City officials in Portland, Oregon, have passed a law criminalizing the use of hard drugs on public property, but cannot enforce the measure until state lawmakers pass a new bill.",16
3085,Madison police reveal how they caught University of Wisconsin sex assault suspect,Wisconsin police said during a press conference that a traffic stop led to the arrest of a sexual assault suspect at the University of Wisconsin.,14
3086,"Florida father accused in son's brutal murder gives judge fake name in first appearance, claims to own NFL","A father in Florida who allegedly killed his 16-year-old son Monday met with a judge Tuesday, and provided a false name, while claiming to own the NFL.",3
3087,"Los Angeles parents shot, killed while parked in car with 1-year-old child in backseat",Los Angeles police say that the young parents of a 1-year-old were shot and killed while they were sitting in their parked vehicle on Labor Day.,77
3088,"California authorities locate, identify body of missing Netflix engineer found in San Francisco Bay",The body of a missing Netflix engineer who went missing Aug. 14 was located in the San Francisco Bay and positively identified last week.,115
3089,'It's hurt us bad': Americans grade President Biden's handling of the economy as he touts 'Bidenomics',Americans walking in the nation&apos;s capital graded President Biden&apos;s handling of the economy as the chief executive has touted his &quot;Bidenomics&quot; successes.,98
3090,Texas authorities charge 3 men with human smuggling after 5 immigrants found locked against their will: police,"Three men were arrested in Fort Bend, Texas, after investigators allegedly discovered they were holding immigrants from Mexico against their will, pending payments.",111
3091,Pennsylvania authorities reveal surveillance video of killer's prison escape as manhunt approaches second week,Pennsylvania authorities released surveillance video of convicted killer Danelo Cavalcante&apos;s escape from prison on Aug. 31 as the search intensifies.,65
3092,"Georgia boy, 7, killed at gas station after father allegedly leaves loaded gun in car, dad charged with murder","A Georgia man is charged in the death of his young son, who was killed with a handgun left in his father&apos;s vehicle.",21
3093,Half-mouthed alligator avoids capture in Florida: 'I felt terrible for him',"A Florida half-mouthed alligator has managed to avoid being caught by officials after a resident told authorities last week, according to FOX 35.",120
3094,Female inmate dies after jumping out of moving vehicle during jail transport in Kentucky,"A female inmate incarcerated in Kentucky has died after making an attempt to escape by leaping from a moving vehicle, authorities reported.",13
3095,Philadelphia suspect arrested in shooting of 80-year-old man in the head,"A man has been arrested for the Labor Day shooting of an 80-year-old man, authorities said Wednesday.",5
3096,How Elon Musk's Impulses Transformed Twitter,"Favors for friends Kanye West and Marc Andreessen, and gut decision-making, followed his takeover of the platform now called X",113
3099,Whose Rail Line Is It Anyway? Freight Carriers Could Be Forced to Share Tracks With Competitors,"New rules aim to increase competition in the business of moving cows, corn, chemicals and other goods.",29
3102,Peter Navarro Convicted of Contempt of Congress Over Jan. 6 Subpoena,The verdict made Mr. Navarro the second top adviser to former President Donald J. Trump to be found guilty of contempt for defying the House committee’s investigation.,20
963,California GOP leader says Democratic policies 'tone-deaf' amid statewide crime wave affecting businesses,California state Assembly Republican leader James Gallagher said Democratic policies have enabled an uptick in crime within the state.,117
965,‘Looking for scalps’: Green Beret never charged with a crime ends up with murder on background check,"Sgt. 1st Class Jamie Morris was never charged with a crime, but he ended up with charges including murder and obstruction of justice on his background check. Here&apos;s how.",21
966,"NYPD to use drones to monitor backyard parties over Labor Day weekend, sparking privacy concerns",The New York City Police Department plans to fly surveillance drones over Labor Day weekend to monitor outdoor parties or barbecues in response to possible large gatherings.,43
967,Pennsylvania man charged with human trafficking after allegedly forcing women to pay sex for drugs,"A Pennsylvania man was arrested and charged for human trafficking and sexual assault after allegedly forcing women to have sex with men, saying they owed him after giving them drugs.",5
958,Massachusetts party descends into deadly chaos when suspect opens fire in 'targeted' attack,"Massachusetts officials said that seven peopler were shot during an overnight party north of Boston, leaving one person dead and several others injured.",67
960,"Escaped murder convict Danelo Cavalcante spotted on residential camera, law enforcement sweeping area","Escaped murder convict Danelo Cavalcante was spotted on a residential camera in Pennsylvania, sparking law enforcement to target the area.",65
968,California Dem-led committee advances bill to let killers serving life without parole request re-sentencing,A California proposed bill that could allow judge to re-sentenced killers serving life with parole has advanced in the Democrat dominated state Legislature.,62
959,"Teen killed, adult wounded in shooting outside Louisiana high school football game","A teen was killed, and an adult was wounded, in a shooting outside a Louisiana high school football game. The deadly violence took place outside a West Baton Rouge School District stadium.",101
961,Portland fugitive fished out of pond after escape lands him in mud up to armpits,Attempted murder suspect Christopher Pray escaped from an Oregon psychiatric facility and needed to be saved by Portland fire and rescue after falling into a mud pond.,65
964,There are still 385 missing after Maui fires. Dem Governor had indicated it'd be 100.,"Hawaii officials updated the number of missing persons after the Maui wildfires to 385, a net change of just three people after last week&apos;s missing toll update.",103
973,Virginia mom had lewd relationship with teen twins next door: cops,"Virginia mom Ashleigh Watts, 37, was allegedly caught topless in a pattern of sexual behavior with two 15-year-old brothers who lived next door to her.",14
974,Tesla Leads Race to Draw Federal Money for Charging Networks,Elon Musk’s company is beating out rivals to win millions of dollars in grant awards.,113
976,U.S. Arms Makers Look Overseas to Boost Stockpiles,"With demand for weapons surging in Ukraine and concerns rising about China, the Pentagon is supporting ‘friend-shoring’ manufacturing lines abroad.",22
977,"Spectrum Customers Lose ESPN as U.S. Open, College Football Heat Up","Charter Communications subscribers are caught in the middle of a philosophical fight between the cable giant and Disney, parent company of ESPN, ABC and several other networks.",92
978,Amgen's Deal for Horizon Therapeutics Clears Key Hurdle,The Federal Trade Commission said it had agreed to end its legal challenge of the $27.8 billion deal. The pact also dismisses the antitrust claims of six states that joined the FTC in seeking to block the transaction.,42
970,Texas man who threatened to kill Georgia officials following 2020 election pleads guilty,"A Texas man, who threatened to kill Georgia officials following the 2020 election where Donald Trump lost against Joe Biden, has pleaded guilty.",35
971,California handymen recover bicycle after chasing down thief,Two California handymen are being hailed as heroes after they stopped a bike thief who stole a bicycle from the home they were doing work on.,62
972,Massachusetts warns dog walkers of pet-snatching coyotes following string of attacks,Towns and cities across Massachusetts are warning dog walkers to be more vigilant at dusk and dawn as reports of coyotes snatching pets rise.,47
979,Walgreens Chief Executive Steps Down,Rosalind Brewer has stepped down less than three years after taking the helm of the pharmacy operator.,83
934,"On the Economy, Biden Struggles to Convince Voters of His Success","Wages are up, inflation has slowed and the White House has a new slogan. Still, President Biden’s poor marks on the economy are making Democrats worried.",15
3104,"At G20, Biden Looks to Fill a Hole Left by Putin and Xi","With the Russian and Chinese leaders absent, the president hopes to get others to align with him on a variety of matters, including Ukraine and curbing Beijing’s assertiveness in the Indo-Pacific.",17
3253,9/11 museums and memorials throughout the US that honor lives lost,"Memorials have been built since the tragic events of September 11, 2001. The 9/11 Memorial and Museum is located in New York City, near the former site of the twin towers.",57
3254,"Decoding Gen Z: From 'simp' to 'stan,' the lingo your kids are using that you need to know",Americans in New York City tried to decode the most popular Gen Z slang words. They guessed the meaning of slang words like &quot;living rent-free&quot; and &quot;ghosting.&quot;,43
3243,"Las Vegas cop shot at home in alleged robbery gone wrong, family claims officer was targeted",A Las Vegas police officer was injured in a shooting inside their home after two suspects allegedly attempted to rob the residence. The officer&apos;s family claims it was a targeted attack.,95
3244,"Texas man wanted in connection with deadly shooting of woman, her dog: sheriff",Texas officials are searching for a man accused of shooting and killing a woman and her dog. The woman was helping her friend leave an alleged abusive relationship.,9
3245,"Mugshots of the week: Sept. 3-9, 2023","These mugshots were taken for arrests made throughout the U.S. the week of Sept. 3-9, 2023.",105
3246,New York security guard shot in back of head at high school football game: Police,"One security guard was shot at a high school football game in Utica, New York on Saturday afternoon, police confirmed.",101
3247,Operations manager at Las Vegas Strip resort accused of stealing $773K in money laundering scheme,"An employee at a Las Vegas Strip resort allegedly siphoned more than $773,000 in hotel refunds into a personal account that he used for shopping and travels.",95
3248,New York man arrested after allegedly biting officer breaking up wedding brawl,A New York man was arrested on Monday night after he allegedly bit the arm of a police officer who was trying to break up a fight at a wedding reception.,5
3249,"Indiana woman allegedly hides drugs in private parts, fakes heart attack when police grow suspicious","An Indiana woman allegedly faked a heart attack and attempted to hide an &apos;avocado-sized&apos; bag of meth, fentanyl, and crack cocaine in her private parts.",9
3250,Shannon Brandt sentenced to prison in death of North Dakota teen Cayler Ellingson,"Shannon Brandt was sentenced to five years in state prison on Friday for fatally running over 18-year-old Cayler Ellingson following a street dance on Sept. 18, 2022.",108
3251,"Arizona man accused of stabbing girlfriend 26 times, then fleeing to Mexico: police",Peoria resident Erik Islas was charged with first-degree murder after police accused him of stabbing his girlfriend 26 times and fleeing to Mexico. Islas confessed to the crime.,50
3190,Disney Fight Marks Cable TV's Last Stand,Dispute with Charter has left millions without access to football and the U.S. Open—and could mean a permanent change to the business as customers flee to streaming at an accelerated pace,92
3264,Italy Defined Fashion. Then It Got Old.,"Armani. Prada. Tod’s. Brunello Cucinelli. They have set luxury tastes for decades. As their visionary leaders hit their 70s and 80s, their business model is under siege from French corporate powerhouses—and the leaders are showing no signs of letting go.",117
3266,Jet Service JSX Lands at Center of Pilot Fight,"American Airlines and some aviation unions say carrier is exploiting a regulatory loophole. JSX is pushing back, saying rivals can’t handle the competition.",66
3268,Inadequate Inspections Contributed to Jet-Engine Failure,"A Pratt &amp; Whitney engine broke down during a United flight to Honolulu in February 2021, showering a Colorado town with metal.",66
3269,He Took On the World's Most Valuable Company---and Won,Apple’s new iPhone is expected to include a big change. Why? Ask someone from the EU’s smallest country.,28
3225,"What divides political parties? More than ever, it’s race and ethnicity.","A new report examines political polarization. While acknowledging that anti-democratic impulses among Republicans are most worrisome, it suggests that both parties bear some responsibility for stoking division.",56
3252,Remembering 9/11: Twin Tower victims' heart-wrenching calls to emergency operators and loved ones,"After planes crashed into the twin towers, many were left trapped on the upper floors. Several recordings of calls and messages left by those trapped have been released to the public.",57
3226,Republican vs. Republican: Senate seeks to wrest control of budget from House,"With House Republicans bitterly divided over Ukraine funding and other priorities, a mostly unified Senate wants to force the House into accepting the Senate’s position on government funding.",26
3239,"Pennsylvania killer Danelo Cavalcante spotted with new look, driving stolen van 9 days after escape, cops say","Convicted killer Danelo Cavalcante has changed his appearance and is operating a white van as a manhunt continues in Chester County, Pennsylvania.",65
3240,"'Woke' military policies' effect on recruitment overblown, other factor fueling crisis: expert",Critics have said that so-called &quot;woke&quot; military policies have contributed to the worst recruiting crisis in decades — a critique that one expert says is overblown.,1
3241,Florida rescue helicopter pilot describes hearing loud bangs before fatal crash into apartment: NTSB report,"The pilot of a rescue helicopter said he heard two loud bangs before losing control and crashing through an apartment roof in Pompano Beach, Florida.",39
3242,"Illinois carjacker kills woman by zip-tying her throat, leaves note saying it was his 'only choice’: police",An Illinois man confessed that he stole a woman&apos;s car and killed her by zip-tying her throat after leaving behind a note that stated it &quot;seemed to be the only choice&quot; he had.,32
969,"NC Supreme Court upholds death sentence of man who sexually abused, murdered girlfriend’s 4-year-old daughter",The Supreme Court of North Carolina has upheld the conviction and death sentence of a man who sexually abused and tortured a 4-year-old girl who was under his care for 10 days.,108
957,Months of North Carolina sexual assaults pinned on suspended interpreter who pretended to be doctor: police,"An suspended North Carolina health department employee allegedly pretended to be a doctor to sexually assault woman in the Charlotte area, police allege.",14
945,"Peter Meijer, Republican Who Backed Impeachment, Eyes Michigan Senate Race","Mr. Meijer, who lost his House primary last year, has formed an exploratory committee to run for an open Senate seat.",40
962,Ohio woman's murder revisited 35 years later by crime scene investigator on Caylee Anthony case: doc,"The 1988 murder of Ohio mother Marjorie &quot;Margie&quot; Coffey is examined on the true-crime series &quot;Crime Scene Confidential,&quot; hosted by Alina Burroughs, who investigated the Caylee Anthony case in Florida concerning Casey Anthony.",21
1263,"Meet Fabian Nelson, Mississippi’s First Openly L.G.B.T.Q. Legislator","Mr. Nelson, 38, won a Democratic primary runoff on Tuesday in a blue district. He talked to The New York Times about the significance of being the first — but why he never focused on it on the trail.",86
3193,"Inside Musk's Twitter Transformation: Impulsive Decisions, Favors for Friends",Kanye West and Marc Andreessen got owner’s attention after his takeover of the platform now called X.,113
975,"The Man Who Has Detroit, Wall Street and the White House on Edge","United Auto Workers President Shawn Fain is throwing out the traditional union playbook and preparing for a strike, possibly against three automakers at once.",85
1237,"Kennedy’s Supreme Court legacy is being erased, in part by past clerks","During his 30-year tenure, Justice Anthony Kennedy was often in the majority on landmark cases. Since his retirement, the court has shifted in a new direction.",19
1238,Biden fights back against GOP onslaught on education — cautiously ,Some activists want the president to confront conservatives more directly on school-related issues,33
1236,"The top 10 Republican presidential candidates for 2024, ranked",This month’s biggest gainer: former South Carolina governor and United Nations ambassador Nikki Haley.,34
3105,Jill Biden Tests Negative for Coronavirus,The first lady’s brief Covid episode had threatened to upend President Biden’s trip to a Group of 20 summit in India.,44
1333,"Florida’s Congressional Map Illegally Hurt Black Voters, Judge Rules","Under the ruling, Florida is forbidden to use the map in the 2024 election, and state legislators are required to draw a new one. But the decision can be appealed.",19
1338,"New Hampshire Voters Like Ramaswamy, but More as a No. 2","At campaign stops across the state, the political newcomer has drawn big crowds and praise from voters. But some wonder if he needs more political seasoning.",36
1353,Minnesota prison on emergency lockdown after dozens of inmates refuse to go back to cells,"The Minnesota Correction Facility at Stillwater was put on emergency location after around 100 inmates refused to return to their cells on Sunday, authorities say.",13
1341,"In Florida, a Hurricane Can’t Bring DeSantis and Biden Together","President Biden arrived in Florida to tour an area hit by Hurricane Idalia, but Gov. Ron DeSantis, a potential rival for the presidency, was a no-show.",60
1281,"NYC cop cleared of excessive force charges from George Floyd protest, 2 other officers found guilty: report",NYPD Inspector Jesse Lance was cleared of internal excessive force charges in connection to a 2020 demonstration following George Floyd&apos;s death.,8
3106,I.R.S. Deploys Artificial Intelligence to Target Rich Partnerships,"The tax agency is opening examinations into large hedge funds, private equity groups, real estate investors and law firms.",61
3107,2 Senators Propose Bipartisan Framework for A.I. Laws,The effort by Senators Richard Blumenthal and Josh Hawley is the latest move by lawmakers to catch up with the rapidly evolving technology.,40
1282,"Georgia suspect, 17, killed after fatally shooting police K-9, authorities say","Stephon Ford, 17, was killed after he allegedly shot and killed Clayton County Police K-9 officer Waro while being pursued in a wooded area on Saturday.",32
1283,LAX ticketing area evacuated for police to investigate suspicious item,"Part of Los Angeles International Airport&apos;s ticketing area was evacuated Saturday night after a suspicious item was discovered, according to officials.",6
3108,DeSantis and Ramaswamy Call Proud Boys’ Sentences ‘Excessive’ and ‘Wrong’,The two G.O.P. presidential candidates also floated the idea of pardoning some of the Jan. 6 defendants if they are elected.,72
3109,‘The Devil They Know’: McConnell’s Health Issues Worry Democrats,"The legislative stances of the G.O.P. leader and his usual opponents are aligned on Ukraine, spending and impeachment as he faces mounting health scrutiny.",38
1284,Maryland man arrested for alleged sexual solicitation of a minor: police,A Maryland man was charged for sexual solicitation of a minor after allegedly requesting sex from someone he believed was a 13-year-old girl but who was actually an undercover cop.,5
1354,Social media users raised red flags about mommy blogger 'abuse' long before arrest,"Ruby Franke, a well-known mommy blogger, was arrested following months of accusations from social media users that the mom was corrupt and perhaps abusing her kids, videos show.",81
1280,Mother and son grifters who were ‘like a couple’ murdered wealthy socialite over NYC townhouse: ‘Evil energy’,New York City socialite Irene Silverman vanished in 1998. Las Vegas residents Sante Kimes and her son Kenneth Kimes were the grifter team connected to her disappearance.,95
2317,South African Inquiry Rebuts U.S. Charge on Russian Arms,"A government investigation about a Russian ship contradicts U.S. accusations that South Africa provided arms to fight Ukraine, President Cyril Ramaphosa said. But a government report won’t be released, he added.",87
2561,Arizona 10-year-old caught speeding in car as father sat in the passenger seat: police,"Arizona father Alvaro Ovando Alvarez was arrested for aggravated DUI, child abuse and other charges after he was found in the passenger seat of a car his child was driving.",81
2562,Squatters ravage Wyoming downtown with stomach-turning result: mayor,"Casper, Wyoming, has at least 200 homeless people who squat in the closed Econo Lodge or private homes and defecate in the street, the mayor says.",1
3110,Pelosi Pushes Back on Calls for Feinstein to Resign,"The longtime Democratic leader, who has served in the House for close to four decades, also left the door open to running again.",31
3111,"Bill Gates, Marie Kondo and World Bank Head Will Speak at Times Climate Event","Sign up to watch the livestream and connect with online attendees about solutions to the climate crisis on Thursday, Sept. 21.",4
3112,Biden Says He Will Nominate Michael Whitaker to Lead FAA,"The president’s selection, Michael G. Whitaker, served as the No. 2 official at the Federal Aviation Administration during the Obama administration.",53
3113,Presidential Centers Call for Protecting Democracy,A rare statement released jointly from groups representing nearly a century of presidents stresses the importance of the pillars of democracy and civility in politics.,25
3032,‘Swing State’ Playwright Wants to Sound an Alarm for a World in Trouble,"In her Off Broadway drama, which had an acclaimed run in Chicago, the playwright looks for hope to outweigh despair in a fractious, anxious time.",4
3033,"Ukrainians Embrace Cluster Munitions, but Are They Helping?","The weapons, banned by most countries over human rights concerns, are “not a magic wand,” but some Ukrainian troops say they are making a difference in fighting Russian forces.",22
3390,Dog lost at Atlanta airport found safe 3 weeks after mysterious disappearance: officials,A traveler&apos;s dog that escaped from its crate survived three weeks on its own before it was found on the grounds at Hartsfield-Jackson International Airport in Atlanta.,47
3977,The 2024 Executive Power Survey,We asked candidates about presidential authority. Here is what they said.,84
2129,Massachusetts troopers and FBI agents respond to American Airlines flight in Boston for reported criminal act,The FBI and Massachusetts State Police responded to reports of a &quot;potential criminal act&quot; on an American Airlines flight heading to Boston on Saturday morning.,66
